,time,assetCode,assetName,volume,close,open,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevMktres1,returnsOpenPrevMktres1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsClosePrevMktres10,returnsOpenPrevMktres10,returnsOpenNextMktres10,universe,market_cap
1933082,2012-01-03 22:00:00+00:00,TSLA.O,Tesla Inc,928052.0,28.08,28.94,-0.01680672268907568,0.015795015795015962,-0.036197162877692084,0.016402515114655288,0.0028571428571428914,0.005210142410559282,-0.09834703516551783,-0.05073851502796093,-0.09113803379835783,1.0,26059700.16
1934761,2012-01-04 22:00:00+00:00,TSLA.O,Tesla Inc,630036.0,27.71,28.21,-0.013176638176638056,-0.025224602626123027,-0.013415466991512434,-0.026637358296263076,-0.0014414414414414267,0.004271982912068317,-0.12732300307110048,-0.07247905962178597,-0.09460328988068957,1.0,17458297.560000002
1936440,2012-01-05 22:00:00+00:00,TSLA.O,Tesla Inc,1005432.0,27.12,27.76,-0.02129195236376757,-0.01595179014533854,-0.02471164902968584,-0.01597884427300033,-0.027956989247311714,-0.010338680926916144,-0.09422374791534087,-0.10597890226806103,-0.07505511303420584,1.0,27267315.84
1938118,2012-01-06 22:00:00+00:00,TSLA.O,Tesla Inc,986287.0,26.91,27.2,-0.0077433628318583905,-0.02017291066282434,-0.0048240559886118545,-0.02025098721101237,-0.02393906420021763,-0.02543891078466498,-0.07707856218507568,-0.0756680485894596,-0.0627904495222297,1.0,26540983.17
1939796,2012-01-09 22:00:00+00:00,TSLA.O,Tesla Inc,896951.0,27.25,27.0,0.01263470828688229,-0.007352941176470562,0.00999776168832796,-0.0072943274941286735,-0.018725243068059002,-0.021739130434782702,-0.057716241938090385,-0.06093713414446673,-0.046330840086942604,1.0,24441914.75
1941477,2012-01-10 22:00:00+00:00,TSLA.O,Tesla Inc,671732.0,27.62,27.44,0.013577981651376136,0.016296296296296253,0.008021241742771325,0.016096574761658777,-0.01003584229390675,-0.01999999999999991,-0.05022667497227259,-0.05140407983243921,-0.01780333206047474,1.0,18553237.84
1943158,2012-01-11 22:00:00+00:00,TSLA.O,Tesla Inc,672239.0,28.23,27.62,0.02208544532947143,0.006559766763848396,0.02189831946610121,0.005733205409380256,-0.011900595029751493,-0.0014461315979753529,-0.06040646645819709,-0.034564345431284706,-0.012769820498313798,1.0,18977306.97
1944836,2012-01-12 22:00:00+00:00,TSLA.O,Tesla Inc,729300.0,28.25,28.48,0.000708466170740385,0.031136857349746583,-0.0005789253250714012,0.03110991960655245,-0.00911960715538418,-0.017592273197654332,-0.09562702906791144,-0.059741420486573375,0.03514850161939913,1.0,20602725.0
1946516,2012-01-13 22:00:00+00:00,TSLA.O,Tesla Inc,5506439.0,22.79,28.4,-0.1932743362831859,-0.0028089887640450058,-0.1875507173250267,-0.003084504670609304,-0.20675252349460493,-0.006645680307799996,-0.2544449247352115,-0.08068248130320267,0.13195309995035162,1.0,125491744.81
1948198,2012-01-17 22:00:00+00:00,TSLA.O,Tesla Inc,4652386.0,26.6,26.66,0.1671785870996052,-0.061267605633802735,0.16304882655861244,-0.060724904142755325,-0.06862745098039202,-0.06423306423306419,-0.1385850565311113,-0.10935260470610678,0.10576867299561188,1.0,123753467.60000001
1949880,2012-01-18 22:00:00+00:00,TSLA.O,Tesla Inc,1260183.0,26.81,26.69,0.007894736842105177,0.0011252813203301848,-0.005039216112119346,0.0010888231870499812,-0.04522792022792022,-0.07774706288873534,-0.10881373046083796,-0.1375082302882644,0.11398928120180385,1.0,33785506.23
1951562,2012-01-19 22:00:00+00:00,TSLA.O,Tesla Inc,1246222.0,26.76,27.19,-0.0018649757553150792,0.0187336080929188,-0.0075849384311781065,0.0174210948129665,-0.034283652111151135,-0.0361573909961006,-0.11220530211106232,-0.09113803379835783,0.15570421145296945,1.0,33348900.720000003
1953240,2012-01-20 22:00:00+00:00,TSLA.O,Tesla Inc,662289.0,26.6,26.9,-0.005979073243647215,-0.010665685913939016,-0.006824426418628718,-0.011170884315259654,-0.019174041297935096,-0.03097982708933733,-0.10229017884111123,-0.09460328988068957,0.29890710594152337,1.0,17616887.400000002
1954918,2012-01-23 22:00:00+00:00,TSLA.O,Tesla Inc,594533.0,26.77,26.81,0.006390977443609057,-0.0033457249070631967,0.0053912093980475724,-0.00342356319077954,-0.0052025269416573474,-0.014338235294117709,-0.0911618670131871,-0.07505511303420584,0.3383373641582557,1.0,15915648.41
1956596,2012-01-24 22:00:00+00:00,TSLA.O,Tesla Inc,857914.0,27.42,26.63,0.024280911468061328,-0.006713912719134685,0.026297287681539182,-0.006902961817269247,0.006238532110091732,-0.013703703703703772,-0.05489886575328975,-0.0627904495222297,0.3112928405721419,1.0,23524001.880000003
1958270,2012-01-25 22:00:00+00:00,TSLA.O,Tesla Inc,611112.0,27.97,27.27,0.02005835156819824,0.02403304543747664,0.002264939561975876,0.02429638500830664,0.01267197682838517,-0.006195335276968028,-0.041336649107788885,-0.046330840086942604,0.2585840295008003,1.0,17092802.64
1959937,2012-01-26 22:00:00+00:00,TSLA.O,Tesla Inc,1271028.0,28.94,28.07,0.034680014301036836,0.029336266960029445,0.044348095787473986,0.02609119922972014,0.025150549061282446,0.016292541636495184,-0.0033973041675906678,-0.01780333206047474,0.2910027522809179,1.0,36783550.32
1961598,2012-01-27 22:00:00+00:00,TSLA.O,Tesla Inc,748361.0,29.33,28.5,0.013476157567380742,0.01531884574278597,0.016128993442243413,0.01714532678189577,0.03823008849557508,0.000702247191011196,0.02442988170883137,-0.012769820498313798,0.202113694716078,1.0,21949428.13
1963256,2012-01-30 22:00:00+00:00,TSLA.O,Tesla Inc,728979.0,29.57,29.49,0.008182748039549992,0.034736842105263184,0.013215267745743027,0.03512897515199004,0.2974989030276438,0.03838028169014085,0.31092846614958186,0.03514850161939913,0.2509453644516669,1.0,21555909.03
1964917,2012-01-31 22:00:00+00:00,TSLA.O,Tesla Inc,956713.0,29.07,29.9,-0.01690902942171124,0.013903017972193954,-0.015887075583272074,0.01364249721378344,0.09285714285714276,0.12153038259564886,0.11296399306540825,0.13195309995035162,0.2982758921485701,1.0,27811646.91
1966582,2012-02-01 22:00:00+00:00,TSLA.O,Tesla Inc,523169.0,29.58,29.07,0.01754385964912264,-0.027759197324414675,-0.002861814649153107,-0.027679397204432656,0.10331965684446097,0.08917197452229297,0.12681281761993507,0.10576867299561188,0.19326967842988446,1.0,15475339.02
1968246,2012-02-02 22:00:00+00:00,TSLA.O,Tesla Inc,805610.0,30.25,29.72,0.022650439486139318,0.02235982112143109,0.018403610946284375,0.017999154688046998,0.13041853512705526,0.09304891504229484,0.15531609591721693,0.11398928120180385,0.2199361832753657,1.0,24369702.5
1969911,2012-02-03 22:00:00+00:00,TSLA.O,Tesla Inc,764418.0,31.15,30.41,0.02975206611570247,0.02321668909825036,-0.018380082847219502,0.02102602259340292,0.17105263157894735,0.13048327137546467,0.3198986229583304,0.15570421145296945,0.1637077958748523,1.0,23811620.7
1971577,2012-02-06 22:00:00+00:00,TSLA.O,Tesla Inc,652161.0,31.8,31.1,0.020866773675762614,0.022689904636632674,0.022231550289010197,0.0031724352978201482,0.1878968995143817,0.16001491980604254,0.3378527247137083,0.29890710594152337,0.11660257618449882,1.0,20738719.8
1973240,2012-02-07 22:00:00+00:00,TSLA.O,Tesla Inc,1021503.0,31.6,31.8,-0.006289308176100628,0.022508038585209,-0.012804037164060502,0.02249784772753434,0.15244347191830787,0.19414194517461514,0.3122847370941665,0.3383373641582557,0.08045577527049376,1.0,32279494.8
1974902,2012-02-08 22:00:00+00:00,TSLA.O,Tesla Inc,623626.0,31.93,31.6,0.0104430379746836,-0.006289308176100628,0.0034867309898187274,-0.008910782957905438,0.14158026456918127,0.15878254492115884,0.2665999901153188,0.3112928405721419,0.06315634026954085,1.0,19912378.18
