,time,assetCode,assetName,volume,close,open,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevMktres1,returnsOpenPrevMktres1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsClosePrevMktres10,returnsOpenPrevMktres10,returnsOpenNextMktres10,universe
1932821,2012-01-03 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,17500.0,47.656000000000006,48.0501,0.007100591715974547,0.01179406190776966,-0.006997541638770331,0.01190658043048822,0.040751255732691886,0.04889980353634593,-0.011191114670101329,0.016697679579497644,0.02691612252554752,1.0
1932822,2012-01-03 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,765259.0,77.28,76.48,0.01670832785159848,0.004729374671570863,-0.00048726101970858124,0.0049539252740621285,0.06139266584260473,0.0496843261048574,0.02617106082414728,0.025118939221728448,-0.06554378006514412,1.0
1934500,2012-01-04 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,2600.0,47.9005,47.7645,0.005130518717477051,-0.005943796162753423,0.004958872146584982,-0.006069308440841682,0.06234031794471484,0.048847167325429375,-0.0037729429032919842,0.005161239136243022,0.035626735240733884,1.0
1934501,2012-01-04 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,636749.0,77.23,77.35,-0.0006469979296077621,0.011375523012552955,-0.0008563482064355584,0.009760419826440431,0.07472863902031701,0.07207207207207332,0.029219630254710943,0.03900409761680742,-0.045765224294083716,1.0
1936179,2012-01-05 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,10500.0,48.26,47.49,0.00750514086491627,-0.005746945953585936,0.004807766695395844,-0.005752040909866298,0.040759111494499616,0.029035752979414964,0.005292588306094026,-0.023846494694623792,0.011790335746839313,1.0
1936180,2012-01-05 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,634159.0,75.93,75.82,-0.016832836980446575,-0.01978021978022093,-0.020076551367259287,-0.01980633127244546,0.023039611964431158,0.03820347802273028,-0.001784149367160457,-0.0012083194560410238,-0.039065897631464216,1.0
1937858,2012-01-06 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,2800.0,48.3,48.48,0.000828843762952225,0.020846493998736282,0.003142985037498572,0.020658120004145658,0.03180876289761025,0.04302925989672879,0.0016374754982538887,0.014886157341467697,0.010392070807541409,1.0
1937859,2012-01-06 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,440462.0,76.58,76.38,0.008560516264980222,0.007385914006858619,0.011325073814363202,0.006955279321540739,0.027919463087248356,0.032720389399674366,0.005752008097298786,0.011425983092621349,-0.037769043338177634,1.0
1939536,2012-01-09 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,1500.0,48.51,48.45,0.004347826086954942,-0.0006188118811875087,0.0022813331802235483,-0.000455148334159159,0.03126753856358033,0.03326935380678231,0.007975768240339392,0.009407470335222354,0.013535156157743842,1.0
1939537,2012-01-09 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,583112.0,76.85,76.76,0.0035257247323068346,0.004975124378109985,0.0010671671854417149,0.005333519438274846,0.01559402669486021,0.0189831408469392,-0.001969209448310801,0.0009426166852596132,-0.07294611200299342,1.0
1941217,2012-01-10 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,7800.0,48.78,48.9588,0.005565862708721614,0.010501547987615156,-0.0022471916698474006,0.010332050402041328,0.03698979591836893,0.0407908163265307,0.013715376365495215,0.023191581542111518,0.03327929043796218,1.0
1941218,2012-01-10 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,1223696.0,77.04,77.3,0.002472348731294094,0.007034914017717053,-0.007050072748896739,0.006683843461281543,0.01315097317201408,0.02221634488230517,-0.004314136996541838,0.008671604857486984,-0.034661348631125063,1.0
1942898,2012-01-11 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,19100.0,48.94,48.75,0.003280032800327293,-0.004264810412020093,0.003020217704140613,-0.004327435375323769,0.029860482733948805,0.03262020758313766,0.005946325860372439,0.015822044044079598,0.03803962765289577,1.0
1942899,2012-01-11 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,1460099.0,74.37,74.62,-0.0346573208722748,-0.0346701164294938,-0.03498113468040386,-0.035260553115502365,-0.026188293832657417,-0.01957692813033729,-0.04145057424807195,-0.03118490734305328,-0.03146342550530503,1.0
1944577,2012-01-12 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,2700.0,49.17,48.65,0.004699632202697313,-0.0020512820512802454,0.0025873278429114147,-0.0020684231467914672,0.045981045981047235,0.029193991961076412,0.005349651716807839,0.009217301420603079,0.028706612558339888,1.0
1944578,2012-01-12 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,1259274.0,72.61,72.8,-0.02366545650127572,-0.024390243902439827,-0.026105009394430605,-0.024432028072196688,-0.034441489361701334,-0.040337463749011926,-0.05479445032042657,-0.05135047926572875,-0.02499237706681228,1.0
1946256,2012-01-13 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,4200.0,48.96,48.96,-0.004270896888347142,0.006372045220964796,-0.0004193919570702437,0.006220220613941735,0.03334740396791913,0.034002111932417645,0.01022529449144384,0.000568154803841453,0.020095873584190318,1.0
1946257,2012-01-13 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,2073142.0,72.03,71.72,-0.007987880457238417,-0.014835164835165669,-0.002222891661254396,-0.015272035020824231,-0.055715783953855236,-0.053201320132012835,-0.06575305914969379,-0.06436756927413498,-0.019818421810555903,1.0
1947938,2012-01-17 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,4600.0,49.04,49.4,0.0016339869281054573,0.00898692810457602,-0.0011882861195648205,0.008563335340600449,0.036348267117497716,0.040218993472310734,0.0026113081937544635,0.019273570697328168,0.020893478566544027,1.0
1947939,2012-01-17 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,565898.0,72.51,72.65,0.006663890045814913,0.01296709425543918,0.002613495909073761,0.013459407722105491,-0.046046572819365535,-0.04558591697319958,-0.05780212590928259,-0.05154713025731385,-0.003219578273458277,1.0
1949620,2012-01-18 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,24200.0,49.856,49.54,0.016639477977159922,0.002834008097165608,0.0074711464834161315,0.003197356832607378,0.04616417659895911,0.031007219547931175,0.01630992791852175,0.0030737959446470765,0.008919503740863975,1.0
1949621,2012-01-18 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,767509.0,73.02,72.04,0.007033512618948246,-0.00839642119752382,-0.005518394494271122,-0.008721713696163808,-0.055124223602485034,-0.05805439330543971,-0.06561325139567763,-0.06503465317100199,-0.00890785137003465,1.0
1951302,2012-01-19 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,19300.0,50.48,50.2024,0.012516046213095766,0.013371013322567515,0.008419985955547918,0.01433518531941431,0.05385121240905644,0.051039998325115084,0.017668397244214984,0.02691612252554752,0.0124976267362999,1.0
1951303,2012-01-19 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,1183407.0,73.7,72.71,0.009312517118597263,0.009300388672959459,0.003698752871056922,0.007477819071389228,-0.045707626569985726,-0.059987071751778635,-0.0591836798019912,-0.06554378006514412,-0.008193615849084731,1.0
1952982,2012-01-20 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,9700.0,50.12,50.39,-0.007131537242472286,0.003736873137539343,-0.007649697943708691,0.00418242782844255,0.038541234977208516,0.061065487471047016,0.004969964280385035,0.035626735240733884,0.007917623712401806,1.0
1952983,2012-01-20 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,1466030.0,72.84,72.66,-0.011668928086837838,-0.000687663320037557,-0.012470735024316731,-0.0014689224557456865,-0.04069537732121764,-0.041677657610128205,-0.05522823907180189,-0.045765224294083716,0.01805306294203611,1.0
1954660,2012-01-23 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,3100.0,50.21,50.15,0.0017956903431748388,-0.004762849771780098,0.001485307961947002,-0.004771896284689687,0.039544513457555615,0.03444719471947266,0.004527796954366539,0.011790335746839313,0.01724710111078456,1.0
1954661,2012-01-23 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,832501.0,74.82,73.81,0.027182866556836768,0.015827140104597515,0.02668255187074105,0.015658257924587967,-0.02298250195873619,-0.03364755171510714,-0.04601251621370642,-0.039065897631464216,0.033590991835342636,1.0
1956338,2012-01-24 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,15000.0,50.36,49.97,0.0029874526986672922,-0.003589232303091827,0.0036607312909836703,-0.0035571796407055842,0.038136466707897165,0.031372549019606844,0.009353643734590036,0.010392070807541409,0.012269859425993714,1.0
1956339,2012-01-24 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,612003.0,74.94,74.51,0.0016038492381706961,0.009483809781870578,0.0026725490064156963,0.009453136127388805,-0.02485361093038552,-0.02931214174049035,-0.0606179030968263,-0.037769043338177634,0.06834024360987022,1.0
1958012,2012-01-25 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,3300.0,50.7,50.29,0.00675138999205549,0.0064038423053840434,0.0009638105342102488,0.006318528708186767,0.0393603936039344,0.02719020891034973,0.013089129683937807,0.013535156157743842,0.008592588932682822,1.0
1958013,2012-01-25 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,608859.0,74.44,73.6,-0.006672004270082299,-0.012213125754932608,-0.014317185873335731,-0.012047115321106468,-0.033748701973001616,-0.04786545924967701,-0.07868027370446011,-0.07294611200299342,0.04192000705459208,1.0
1959682,2012-01-26 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,346500.0,50.4435,50.84,-0.0050591715976323615,0.0109365679061455,-0.0006880092009257047,0.010994168802252464,0.03072129137719637,0.042871794871796716,0.017244683037038543,0.03327929043796218,-0.0003959020283282704,1.0
1959683,2012-01-26 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,614409.0,73.81,74.41,-0.008463191832346563,0.011005434782608736,-0.003375392170681253,0.0091678238523973,-0.007529917977677436,-0.0028142589118218537,-0.05417681883879173,-0.034661348631125063,0.05614430370055224,1.0
1961343,2012-01-27 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,37300.0,50.685,50.5992,0.004787534568378993,-0.004736428009443183,0.005998838401041334,-0.004243143105949829,0.030811470408786068,0.04006577595066618,0.02174273117820356,0.03803962765289577,0.017785965140324975,1.0
1961344,2012-01-27 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,1061534.0,72.53,73.21,-0.01734182360113945,-0.01612686466872737,-0.015824703394352213,-0.014359642022212337,-0.0011017766147928263,0.0056318681318670025,-0.038255693669999424,-0.03146342550530503,0.07764971616423817,1.0
1963002,2012-01-30 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,108300.0,50.35,50.4,-0.006609450527769178,-0.0039368211355110825,-0.004739778411776247,-0.0037654257965090633,0.028390522875818336,0.029411764705882918,0.018759572989292508,0.028706612558339888,-0.003778477038156945,1.0
1963003,2012-01-30 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,702296.0,72.66,72.04,0.001792361781332685,-0.015981423302827147,0.004079847314493575,-0.01543055321558246,0.00874635568513149,0.004461795872838792,-0.03495795112755734,-0.02499237706681228,0.06981974132306512,1.0
1964661,2012-01-31 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,12300.0,50.13,50.48,-0.004369414101291325,0.0015873015873022476,-0.004010202658914465,0.0018262050798094325,0.02222675367047322,0.021862348178138147,0.012819576353626023,0.020095873584190318,0.001610839548610382,1.0
1964662,2012-01-31 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,1083303.0,73.34,73.64,0.00935865675750014,0.022209883398113472,0.009692608483540371,0.022813635293011125,0.011446697007308382,0.013626978664831313,-0.01532153411173733,-0.019818421810555903,0.06679434779247798,1.0
1966324,2012-02-01 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,10200.0,50.82,50.73,0.013764213046078666,0.004952456418383378,0.0061571668923806906,0.00505582805844428,0.01933568677792064,0.024020993136859792,0.01026803746293725,0.020893478566544027,0.009677192400649235,1.0
1966325,2012-02-01 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,1059247.0,73.74,73.23,0.005454049631850921,-0.005567626290060468,-0.0015205852366230108,-0.005353611752292303,0.009860312243220148,0.01651860077734657,-0.007857441933661809,-0.003219578273458277,0.03630771808005365,1.0
1967988,2012-02-02 22:00:00+00:00,RDSa.N,Royal Dutch Shell PLC,4800.0,50.76,50.84,-0.001180637544272778,0.002168342203824336,-0.002386864622009541,0.00041488470695244376,0.005546751188588939,0.01270058801969709,-0.002731120276862764,0.008919503740863975,0.0037372712725534424,1.0
1967989,2012-02-02 22:00:00+00:00,RDSb.N,Royal Dutch Shell PLC,1626767.0,72.64,72.95,-0.014917276918903875,-0.0038235695753108256,-0.015518809508659272,-0.006438334907309576,-0.014382632293080013,0.003300783936185159,-0.022025442644776305,-0.00890785137003465,0.06814539741803224,1.0
